date,TH100,VAX100,CC100,CD100,stringencyPHM,stringencyIndex,wave,evidence_rate,country_source_rate,neutral_frame_rate,moderate_frame_rate,dangerous_frame_rate,neutral_measure_rate,mitigation_measure_rate,suppression_measure_rate,source_rate,neutral_emotion_rate,negative_emotion_rate,positive_emotion_rate,evidence_full
2020-04-08,19.824817518248175,NA,2.9454061251664445,42.10526315789473,75,75,1,24.598930481283418,0,36.36363636363637,12.834224598930483,50.80213903743316,54.01069518716578,14.43850267379679,31.550802139037433,7.486631016042779,49.19786096256685,35.294117647058826,15.508021390374333,29.946524064171122
2020-04-09,21.401459854014597,NA,4.303595206391478,48.87218045112782,75,75,1,13.63636363636361,0,21.363636363636363,16.818181818181817,61.81818181818181,49.09090909090909,20,30.909090909090907,14.999999999999986,40.45454545454545,51.36363636363637,8.181818181818182,27.27272727272727
2020-04-10,22.131386861313867,NA,2.9986684420772303,52.63157894736842,75,75,1,26.23574144486695,0,41.06463878326996,25.475285171102662,33.460076045627375,58.935361216730044,21.292775665399237,19.771863117870723,14.068441064638767,56.65399239543726,33.460076045627375,9.885931558935361,36.12167300380228
2020-04-11,23.065693430656932,NA,3.4727030625832227,48.1203007518797,75,75,1,22.22222222222222,0,25.185185185185183,17.77777777777778,57.03703703703704,61.48148148148148,17.77777777777778,20.74074074074074,9.62962962962963,50.37037037037037,49.629629629629626,0,29.629629629629626
2020-04-12,24.233576642335766,NA,4.372836218375499,60.150375939849624,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-13,26.014598540145982,NA,4.5805592543275635,66.9172932330827,75,75,1,19.999999999999993,0,15,14.000000000000002,71,63,3,34,13.999999999999993,35,56.00000000000001,9,34
2020-04-14,27.065693430656935,NA,5.597869507323568,64.66165413533834,75,75,1,19.339622641509422,0,24.528301886792452,7.547169811320755,67.9245283018868,69.81132075471697,9.433962264150944,20.754716981132077,11.320754716981133,47.64150943396226,52.358490566037744,0,28.30188679245283
2020-04-15,28.467153284671532,NA,4.708388814913449,66.16541353383458,75,75,1,40.90909090909091,0,43.18181818181818,4.545454545454546,52.27272727272727,68.18181818181817,10.227272727272728,21.59090909090909,6.818181818181819,60.22727272727273,32.95454545454545,6.8181818181818175,47.72727272727273
2020-04-16,29.722627737226276,NA,4.5912117177097205,63.90977443609023,75,75,1,17.346938775510225,0,26.53061224489796,20.408163265306122,53.06122448979592,65.3061224489796,21.428571428571427,13.26530612244898,24.489795918367342,60.204081632653065,33.6734693877551,6.122448979591836,36.734693877551024
2020-04-17,31.2992700729927,NA,4.442077230359521,59.3984962406015,75,75,1,25.789473684210535,0,26.31578947368421,6.842105263157896,66.84210526315789,77.89473684210526,5.263157894736842,16.842105263157894,8.947368421052628,50.526315789473685,47.89473684210526,1.5789473684210527,32.631578947368425
2020-04-18,32.11678832116788,NA,3.6591211717709724,69.17293233082707,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-19,34.1021897810219,NA,3.499334221038615,82.70676691729322,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-20,35.70802919708029,NA,3.7230359520639147,73.68421052631578,75,75,1,17.261904761904777,0,44.047619047619044,10.714285714285714,45.23809523809524,55.952380952380956,32.73809523809524,11.30952380952381,8.928571428571425,53.57142857142857,44.047619047619044,2.380952380952381,24.404761904761905
2020-04-21,37.25547445255474,NA,3.563249001331558,80.45112781954887,75,75,1,28.20512820512816,0,10.897435897435898,31.41025641025641,57.692307692307686,57.05128205128205,28.846153846153843,14.102564102564102,12.179487179487186,44.871794871794876,48.717948717948715,6.41025641025641,35.256410256410255
2020-04-22,41.16788321167883,NA,4.234354194407457,76.69172932330827,75,75,1,20.454545454545443,0,24.545454545454547,24.09090909090909,51.36363636363637,52.27272727272727,31.363636363636367,16.363636363636363,16.818181818181834,63.18181818181819,29.09090909090909,7.727272727272727,31.363636363636367
2020-04-23,42.627737226277375,NA,3.973368841544607,85.71428571428571,75,75,1,33.16831683168313,0,17.82178217821782,21.782178217821784,60.396039603960396,52.475247524752476,21.287128712871286,26.237623762376238,11.881188118811874,46.53465346534654,50,3.4653465346534658,39.10891089108911
2020-04-24,43.941605839416056,NA,4.133155792276964,75.18796992481202,75,75,1,9.94764397905758,0,17.277486910994764,33.50785340314136,49.21465968586388,32.460732984293195,37.17277486910995,30.36649214659686,5.235602094240842,54.45026178010471,41.8848167539267,3.664921465968586,14.659685863874344
2020-04-25,44.262773722627735,NA,3.5952063914780292,88.7218045112782,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-26,44.90510948905109,NA,3.2170439414114513,83.45864661654136,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-04-27,47.270072992700726,NA,3.685752330226365,81.95488721804512,75,75,1,17.93893129770994,0,28.24427480916031,32.44274809160305,39.31297709923664,30.916030534351147,37.02290076335878,32.06106870229007,14.503816793893115,57.25190839694656,37.404580152671755,5.343511450381679,29.770992366412212
2020-04-28,48.02919708029197,NA,4.303595206391478,100,75,75,1,19.330855018587386,0,23.04832713754647,34.572490706319705,42.37918215613383,33.08550185873606,35.31598513011153,31.59851301115242,19.702602230483265,58.36431226765799,39.03345724907063,2.6022304832713754,35.31598513011153
2020-04-29,48.96350364963504,NA,4.511318242343542,100,75,75,1,11.666666666666673,0,28.666666666666668,39.666666666666664,31.666666666666664,36,33.33333333333333,30.666666666666664,22.000000000000007,64.66666666666666,28.999999999999996,6.333333333333334,31
2020-04-30,49.8978102189781,NA,4.319573901464714,89.47368421052632,75,75,1,25.702811244979944,0,43.77510040160642,23.694779116465863,32.53012048192771,37.75100401606426,35.7429718875502,26.506024096385545,18.87550200803213,55.020080321285135,40.16064257028113,4.819277108433735,38.95582329317269
2020-05-01,50.540145985401466,NA,4.500665778961385,89.47368421052632,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-02,51.03649635036497,NA,4.03728362183755,85.71428571428571,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-03,51.53284671532846,NA,3.893475366178429,73.68421052631578,75,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-04,53.05109489051095,NA,3.03595206391478,81.95488721804512,70.8,70.8,1,23.456790123456784,0,29.629629629629626,41.9753086419753,28.39506172839506,29.01234567901235,42.592592592592595,28.39506172839506,22.839506172839506,74.07407407407408,22.839506172839506,3.0864197530864197,38.88888888888889
2020-05-05,53.54744525547446,NA,4.495339547270307,63.90977443609023,70.8,70.8,1,10.629921259842527,0,24.015748031496063,35.039370078740156,40.94488188976378,20.078740157480315,23.228346456692915,56.69291338582677,5.905511811023629,61.811023622047244,33.07086614173229,5.118110236220472,15.748031496062993
2020-05-06,53.34306569343066,NA,4.66577896138482,71.42857142857143,70.8,70.8,1,17.543859649122812,0,37.54385964912281,32.280701754385966,30.175438596491226,34.385964912280706,33.68421052631579,31.929824561403507,16.842105263157887,57.54385964912281,37.19298245614035,5.263157894736842,30.526315789473685
2020-05-07,53.1970802919708,NA,4.197070572569907,71.42857142857143,70.8,70.8,1,33.333333333333336,0,41.125541125541126,22.51082251082251,36.36363636363637,45.02164502164502,24.242424242424242,30.735930735930733,11.688311688311687,67.09956709956711,29.43722943722944,3.463203463203463,41.55844155844156
2020-05-08,53.31386861313868,NA,3.685752330226365,62.40601503759399,70.8,70.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-09,53.284671532846716,NA,3.2276964047936083,69.17293233082707,70.8,70.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-10,53.48905109489051,NA,3.568575233022637,60.150375939849624,70.8,70.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-11,53.54744525547446,NA,2.982689747003995,69.17293233082707,70.8,70.8,1,27.43362831858406,0,37.610619469026545,26.548672566371685,35.84070796460177,38.93805309734513,29.646017699115045,31.41592920353982,29.646017699115053,54.86725663716814,40.707964601769916,4.424778761061947,47.34513274336283
2020-05-12,54.481751824817515,NA,3.3501997336884153,54.13533834586466,72.9,72.9,1,14.432989690721673,0,39.86254295532646,29.20962199312715,30.927835051546392,25.42955326460481,46.735395189003434,27.835051546391753,12.027491408934708,67.69759450171821,25.42955326460481,6.872852233676976,23.02405498281787
2020-05-13,53.4014598540146,NA,3.6218375499334226,41.35338345864661,72.9,72.9,1,24.210526315789473,0,65.26315789473685,16.140350877192983,18.596491228070175,47.719298245614034,36.49122807017544,15.789473684210526,11.929824561403526,72.63157894736842,17.543859649122805,9.824561403508772,32.98245614035088
2020-05-14,53.08029197080292,NA,3.8082556591211714,66.16541353383458,72.9,72.9,1,22.310756972111566,0,66.53386454183267,11.553784860557768,21.91235059760956,43.82470119521912,36.65338645418327,19.52191235059761,23.107569721115553,67.729083665338635,21.91235059760956,10.358565737051793,43.02788844621514
2020-05-15,52.2043795620438,NA,3.6964047936085223,61.65413533834586,72.9,72.9,1,14.678899082568819,0,51.37614678899083,24.770642201834864,23.853211009174313,44.03669724770643,28.440366972477065,27.522935779816514,19.266055045871553,48.62385321100918,34.862385321100916,16.51376146788991,28.440366972477065
2020-05-16,51.44525547445256,NA,3.9201065246338214,52.63157894736842,72.9,72.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-17,51.44525547445256,NA,3.3288948069241013,46.616541353383454,72.9,72.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-18,51.88321167883212,NA,2.902796271637816,42.10526315789473,64.6,64.6,1,19.047619047619058,0,45.42124542124542,34.43223443223443,20.146520146520146,42.857142857142854,31.5018315018315,25.64102564102564,14.28571428571428,61.904761904761905,30.76923076923077,7.326007326007327,28.57142857142857
2020-05-19,45.02189781021898,NA,3.3501997336884153,42.10526315789473,64.6,64.6,1,17.808219178082183,0,26.71232876712329,12.32876712328767,60.95890410958904,48.63013698630137,20.54794520547945,30.82191780821918,2.054794520547944,56.16438356164384,39.726027397260275,4.10958904109589,19.17808219178082
2020-05-20,43.79562043795621,NA,3.5046604527296936,51.8796992481203,64.6,64.6,1,6.5104166666666945,0,33.07291666666667,43.48958333333333,23.4375,19.270833333333336,26.822916666666668,53.90625,17.708333333333325,67.96875,20.3125,11.71875,24.21875
2020-05-21,43.09489051094891,NA,3.4833555259653792,38.34586466165413,64.6,64.6,1,9.583333333333343,0,31.25,37.083333333333336,31.666666666666664,38.75,37.916666666666664,23.333333333333332,12.916666666666668,49.166666666666664,37.083333333333336,13.750000000000002,20.833333333333336
2020-05-22,42.30656934306569,NA,2.7270306258322234,51.8796992481203,64.6,64.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-23,41.810218978102185,NA,2.6684420772303596,46.616541353383454,64.6,64.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-24,41.54744525547445,NA,2.8868175765645807,46.616541353383454,64.6,64.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-25,40.90510948905109,NA,1.9067909454061251,42.10526315789473,60.4,60.4,1,13.15789473684209,0,40.78947368421053,28.947368421052634,30.263157894736842,26.31578947368421,38.81578947368421,34.868421052631575,9.868421052631575,55.92105263157895,23.684210526315788,20.394736842105264,22.36842105263158
2020-05-26,40.11678832116788,NA,2.114513981358189,47.368421052631575,60.4,60.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-27,38.74452554744526,NA,2.1890812250332887,39.097744360902254,60.4,60.4,1,12.449799196787167,0,38.95582329317269,18.072289156626507,42.971887550200805,40.562248995983936,25.702811244979916,33.734939759036145,14.859437751004013,57.028112449799195,36.54618473895582,6.425702811244979,22.48995983935743
2020-05-28,36.75912408759124,NA,2.045272969374168,57.89473684210527,60.4,60.4,1,17.12328767123288,0,37.67123287671233,43.15068493150685,19.17808219178082,39.726027397260275,32.87671232876712,27.397260273972602,18.493150684931503,66.43835616438356,18.493150684931507,15.068493150684931,34.24657534246575
2020-05-29,34.802919708029194,NA,2.034620505992011,45.11278195488722,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-30,34.832116788321166,NA,1.9547270306258322,26.31578947368421,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-31,34.45255474452555,NA,1.315579227696405,30.075187969924812,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-01,34.131386861313864,NA,1.3528628495339547,28.57142857142857,56.2,56.2,1,8.588957055214717,0,39.263803680981596,44.171779141104295,16.56441717791411,19.631901840490798,59.50920245398773,20.858895705521473,19.018404907975462,44.785276073619634,23.92638036809816,31.28834355828221,24.539877300613497
2020-06-02,33.284671532846716,NA,1.2197070572569908,27.819548872180448,56.2,56.2,1,6.060606060606064,0,21.21212121212121,15.151515151515152,63.63636363636363,78.78787878787878,9.090909090909092,12.121212121212121,33.33333333333334,48.484848484848484,45.45454545454545,6.0606060606060606,36.36363636363637
2020-06-03,31.416058394160583,NA,1.2463382157123835,24.06015037593985,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-04,29.897810218978105,NA,1.2569906790945407,11.278195488721805,56.2,56.2,1,14.112903225806447,0,43.145161290322584,45.564516129032256,11.29032258064516,37.903225806451616,45.16129032258064,16.93548387096774,29.03225806451613,78.62903225806451,12.5,8.870967741935484,42.74193548387097
2020-06-05,28.4963503649635,NA,1.2569906790945407,19.548872180451127,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-06,28.204379562043798,NA,1.1291611185086552,18.796992481203006,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-07,28.4963503649635,NA,0.8362183754993343,14.285714285714285,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-08,28.058394160583944,NA,0.6284953395472703,9.022556390977442,56.2,56.2,1,14.423076923076927,0,49.03846153846153,35.57692307692308,15.384615384615385,41.34615384615385,36.53846153846153,22.115384615384613,15.384615384615378,65.38461538461539,24.03846153846154,10.576923076923077,25.961538461538463
2020-06-09,26.686131386861312,NA,0.910785619174434,12.030075187969924,56.2,56.2,1,14.141414141414158,0,41.91919191919192,23.737373737373737,34.34343434343434,50,36.868686868686865,13.131313131313133,8.0808080808081,57.57575757575758,40.909090909090914,1.5151515151515151,22.22222222222222
2020-06-10,25.430656934306565,NA,0.8255659121171771,9.022556390977442,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-11,24.525547445255473,NA,0.7509986684420772,16.541353383458645,56.2,56.2,1,10.077519379844954,0,55.03875968992248,29.457364341085274,15.503875968992247,27.131782945736433,35.65891472868217,37.2093023255814,27.131782945736422,68.9922480620155,24.8062015503876,6.2015503875969,33.33333333333333
2020-06-12,23.00729927007299,NA,0.8042609853528628,11.278195488721805,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-13,22.452554744525546,NA,0.5645805592543276,10.526315789473683,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-14,22.51094890510949,NA,0.4474034620505992,7.518796992481203,56.2,56.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-15,20.963503649635037,NA,0.4846870838881492,11.278195488721805,51.9,51.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-16,20.145985401459853,NA,0.5326231691078562,7.518796992481203,51.9,51.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-17,18.5985401459854,NA,0.6125166444740346,3.7593984962406015,51.9,51.9,1,7.038123167155431,0,41.64222873900293,39.589442815249264,18.7683284457478,17.888563049853374,44.57478005865102,37.5366568914956,14.662756598240476,70.67448680351906,18.181818181818183,11.143695014662756,21.700879765395893
2020-06-18,16.75912408759124,NA,0.5486018641810919,6.015037593984962,51.9,51.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-19,15.445255474452555,NA,0.511318242343542,6.015037593984962,51.9,51.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-20,15.211678832116787,NA,0.474034620505992,4.511278195488721,51.9,51.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-21,15.182481751824817,NA,0.3994673768308922,5.263157894736842,51.9,51.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-22,15.036496350364963,NA,0.3568575233022636,7.518796992481203,48.3,48.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-23,14.5985401459854,NA,0.41011984021304926,8.270676691729323,48.3,48.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-24,14.21897810218978,NA,0.43675099866844214,7.518796992481203,48,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-25,13.956204379562042,NA,0.36750998668442075,4.511278195488721,48,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-26,13.4014598540146,NA,0.32490013315579225,4.511278195488721,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-27,13.313868613138686,NA,0.3941411451398136,4.511278195488721,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-28,13.313868613138686,NA,0.2769640479360852,2.2556390977443606,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-29,12.729927007299269,NA,0.17576564580559254,6.015037593984962,43,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-30,12.350364963503651,NA,0.4633821571238349,6.7669172932330826,43,43,1,5.579399141630901,0,47.63948497854077,29.613733905579398,22.746781115879827,15.879828326180256,68.24034334763948,15.879828326180256,3.433476394849793,68.6695278969957,26.180257510729614,5.150214592274678,8.15450643776824
