date,vax,SPHM,TH,CC,CD,VAX100,TH100,CC100,CD100,evidence_rate,country_source_rate,neutral_frame_rate,moderate_frame_rate,dangerous_frame_rate,neutral_measure_rate,mitigation_measure_rate,suppression_measure_rate,source_rate,neutral_emotion_rate,negative_emotion_rate,positive_emotion_rate,evidence_full
2022-01-05,29053,46.27,951,24084,17,26.10963220513935,34.257925072046106,44.698502254969284,14.049586776859504,45.78754578754589,13.599999999999993,50.18315018315018,8.424908424908425,41.39194139194139,50.54945054945055,43.956043956043956,5.4945054945054945,16.84981684981686,69.96336996336996,30.036630036630036,0,56.41025641025641
2022-01-13,53033,46.98,1272,26071,20,47.82238641096684,45.821325648414984,48.386258606930085,16.528925619834713,41.63822525597271,1.6393442622950807,52.218430034129696,5.460750853242321,42.32081911262799,50.51194539249146,45.73378839590443,3.754266211604096,8.532423208191123,67.57679180887372,29.01023890784983,3.4129692832764507,47.781569965870304
2022-01-20,73656,46.93,1595,43714,31,66.49553611850564,57.45677233429395,81.13063974313765,25.6198347107438,37.83783783783781,6.493506493506493,41.76904176904177,12.776412776412776,45.45454545454545,47.174447174447174,30.22113022113022,22.604422604422606,12.03931203931204,60.44226044226044,35.13513513513514,4.422604422604422,46.43734643734644
2022-01-27,71731,43.86,1994,53881,34,64.75253979464334,71.82997118155619,100,28.09917355371901,53.90625,2.898550724637677,46.09375,12.5,41.40625,59.765625,35.15625,5.078125,8.203125,53.125,36.328125,10.546875,59.765625
2022-02-03,60518,43.83,2148,28293,58,54.59969938972492,77.37752161383285,52.510161281342214,47.93388429752066,31.30434782608696,0,53.91304347826087,10.434782608695652,35.65217391304348,53.04347826086957,32.17391304347826,14.782608695652174,17.391304347826093,53.91304347826087,33.04347826086956,13.043478260869565,41.73913043478261
2020-03-25,NA,43.45,664,314,22,NA,23.919308357348704,0.5827657244668807,18.181818181818183,31.73076923076924,15.151515151515154,51.92307692307693,8.653846153846153,39.42307692307692,82.6923076923077,5.769230769230769,11.538461538461538,12.5,81.73076923076923,16.346153846153847,1.9230769230769231,44.230769230769226
2020-03-29,NA,48.81,829,280,38,NA,29.863112391930834,0.5196637033462631,31.40495867768595,31.304347826086964,5.555555555555554,46.08695652173913,24.347826086956523,29.565217391304348,82.6086956521739,12.173913043478262,5.217391304347826,29.565217391304348,70.43478260869566,28.695652173913043,0.8695652173913043,60
2020-03-30,NA,48.81,960,416,45,NA,34.5821325648415,0.7720717878287338,37.1900826446281,31.304347826086964,5.555555555555554,46.08695652173913,24.347826086956523,29.565217391304348,82.6086956521739,12.173913043478262,5.217391304347826,29.565217391304348,70.43478260869566,28.695652173913043,0.8695652173913043,60
2020-03-31,NA,48.81,999,474,48,NA,35.987031700288185,0.8797164120933167,39.66942148760331,31.95876288659792,9.677419354838714,74.22680412371135,5.154639175257731,20.618556701030926,87.62886597938144,4.123711340206185,8.24742268041237,12.371134020618557,77.31958762886599,22.68041237113402,0,44.329896907216494
2020-04-01,NA,54.76,1099,486,53,NA,39.58933717579251,0.9019877136652995,43.80165289256198,12.8099173553719,19.35483870967742,56.19834710743802,20.24793388429752,23.553719008264462,49.586776859504134,23.140495867768596,27.27272727272727,20.661157024793393,83.47107438016529,16.115702479338843,0.4132231404958678,33.47107438016529
2020-04-02,NA,54.76,1142,554,70,NA,41.138328530259365,1.0281917559065348,57.85123966942148,24.615384615384656,3.125,41.53846153846154,13.076923076923078,45.38461538461539,80,7.6923076923076925,12.307692307692308,10.769230769230766,72.3076923076923,26.923076923076923,0.7692307692307693,34.61538461538461
2020-04-03,NA,54.76,1335,602,80,NA,48.090778097982714,1.1172769621944656,66.11570247933885,30.208333333333314,31.034482758620697,37.5,3.125,59.375,70.83333333333334,19.791666666666664,9.375,25,65.625,34.375,0,53.125
2020-04-06,NA,54.76,1674,389,90,NA,60.30259365994236,0.7219613592917726,74.3801652892562,33.928571428571445,21.05263157894738,61.60714285714286,8.035714285714286,30.357142857142854,61.60714285714286,22.321428571428573,16.071428571428573,23.2142857142857,79.46428571428571,20.535714285714285,0,57.14285714285714
2020-04-07,NA,54.76,1701,739,84,NA,61.275216138328524,1.3715409884746015,69.42148760330579,25.14619883040935,6.976744186046512,42.10526315789473,19.883040935672515,38.01169590643275,73.68421052631578,13.450292397660817,12.865497076023392,14.035087719298234,76.60818713450293,18.71345029239766,4.678362573099415,35.08771929824561
2020-04-08,NA,54.76,1912,654,115,NA,68.87608069164266,1.2137859356730574,95.0413223140496,50.35460992907801,21.12676056338028,72.3404255319149,10.638297872340425,17.02127659574468,58.86524822695035,25.53191489361702,15.602836879432624,13.475177304964545,85.81560283687944,8.51063829787234,5.673758865248227,57.446808510638306
2020-04-09,NA,54.76,1946,645,86,NA,70.10086455331412,1.1970824594940703,71.07438016528926,62.7906976744186,1.8518518518518539,60.46511627906976,8.13953488372093,31.3953488372093,70.93023255813954,13.953488372093023,15.11627906976744,11.627906976744175,72.09302325581395,17.441860465116278,10.465116279069768,73.25581395348837
